chr1,3.57555614193417e-07,6.19581415241826e-13,0.000525665139823415,7.96923154862049e-06,0.12655456178904,0.000349578782966581,0.0011631207067177,3.29728596793637e-05,-0.553860626666667,0.0014208,0.0439210584211302,Se_bcfvcf_20231002191703IfZEj.txt.params
chr2,1.41163291199183e-07,9.85595901193149e-13,0.00067852724263658,9.05718376245608e-06,0.130947924646221,0.000247024878685329,0.000545237012155319,1.74756123198709e-05,-0.42445313901,0.0014208,0.0485078064619436,Se_bcfvcf_20231002191703IfZEj.txt.params
chr3,3.52389206354018e-07,9.73043395938337e-13,0.000687064129606649,8.31558249337777e-06,0.133412467946978,0.000345176368162794,0.000908976488792089,3.04386503821889e-05,-0.581626483556338,0.0014208,0.0445323917544636,Se_bcfvcf_20231002191703IfZEj.txt.params
chr4,1.90619938410038e-07,2.51049977427846e-12,0.00276185840757712,9.52432989195151e-06,0.159746956369582,0.000213993432098227,0.000434689697788526,1.0400135023079e-05,-0.527303900389972,0.0014208,0.0570113421914528,Se_bcfvcf_20231002191703IfZEj.txt.params
chr5,2.59448170003702e-07,7.38286589049417e-13,0.000522007121142042,7.73804998450427e-06,0.109391728699577,0.000353219675044242,0.0013024336775701,3.68725581448065e-05,-0.501635784071146,0.0014208,0.0410103917544635,Se_bcfvcf_20231002191703IfZEj.txt.params
chr6,2.22810275354662e-07,3.08181484830323e-12,0.00404645113597332,9.7551576593821e-06,0.147248823362152,0.000294774712390991,0.000510090238440456,2.36986327374026e-05,-0.434907894423792,0.0014208,0.0510272316342562,Se_bcfvcf_20231002191703IfZEj.txt.params
chr7,1.11228559787452e-07,1.17510197189679e-12,0.00115838786588944,1.05636107043272e-05,0.146436367679568,0.00017797206567979,0.000296948310558421,1.12479581606388e-05,-0.506082449693593,0.0014208,0.0505983421914528,Se_bcfvcf_20231002191703IfZEj.txt.params
chr8,9.21889994889896e-08,1.34181791909095e-12,0.00089067599953051,7.92440466558649e-06,0.117854615222604,0.000202389619336414,0.000522080068851832,1.78225820750724e-05,-0.670106834158879,0.0014208,0.0509637498810453,Se_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,St_bcfvcf_20231002191703IfZEj.txt.params
chr1,6.99254765944042e-07,1.03511079624995e-11,0.0187092824042477,9.11601888069886e-06,0.199469737510126,0.000395769878050126,0.000797090761700241,3.06254623647752e-05,-0.0384934932213741,-0.0377078666666667,0.102540085564969,St_bcfvcf_20231002191703IfZEj.txt.params
chr2,2.42780446567148e-07,1.01227451617263e-11,0.0113413976911526,1.06873849361424e-05,0.197747028122852,0.000279173583024862,0.00041573977502625,1.39810612271915e-05,0.143471248507463,-0.0377078666666667,0.0952270276582537,St_bcfvcf_20231002191703IfZEj.txt.params
chr3,7.4373580964815e-07,7.75137423020801e-13,0.00245608588593651,8.07073612619833e-06,0.155220655298527,0.00037025679563715,0.000911704765961646,3.0352475410344e-05,-0.0297770949275362,-0.0377078666666667,0.0521494727235291,St_bcfvcf_20231002191703IfZEj.txt.params
chr4,2.91654327072105e-07,1.41969866200421e-11,0.0237436720314223,1.24331235547922e-05,0.288668521088708,0.000264533195176728,0.000209279569898461,7.89153088299525e-06,-0.106814111008902,-0.0377078666666667,0.141704218497228,St_bcfvcf_20231002191703IfZEj.txt.params
chr5,4.6701587177802e-07,2.87079519081562e-12,0.00282963157538146,9.30544325616617e-06,0.171909405168101,0.000403684663038192,0.000713240846375379,3.20682084258908e-05,0.0127207956854839,-0.0377078666666667,0.0680629320069168,St_bcfvcf_20231002191703IfZEj.txt.params
chr6,4.19732812613792e-07,2.3102714449564e-11,0.0338457411109747,1.26701948217059e-05,0.266205107348976,0.000348266648616383,0.000354196885667126,1.85265989476038e-05,0.185313425403226,-0.0377078666666667,0.186507338581575,St_bcfvcf_20231002191703IfZEj.txt.params
chr7,1.7778064169571e-07,1.18679392672847e-11,0.0179254213908977,1.23266423171288e-05,0.227736035681427,0.000214332058097943,0.000245899644773222,9.40380898904147e-06,-0.0290368490746269,-0.0377078666666667,0.114839391619801,St_bcfvcf_20231002191703IfZEj.txt.params
chr8,2.50129050809962e-07,1.57149436470622e-11,0.0236759414309281,1.08346774426661e-05,0.241514990768694,0.000244843643475845,0.000275328604991292,1.22498416524512e-05,-0.0228055810723192,-0.0377078666666667,0.143029461520688,St_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,TV_bcfvcf_20231002191703IfZEj.txt.params
chr1,1.53065484526957e-06,4.07796240725954e-14,0.000233901310176077,1.71936662453458e-05,0.679471295133615,0.000919482024565454,0.000223470028472285,1.75400665108063e-06,0.424975685714286,-0.56355,0.265219730973439,TV_bcfvcf_20231002191703IfZEj.txt.params
chr2,4.12517123328008e-07,4.0846620601659e-13,0.000887118606170293,2.1288742977302e-05,0.58230170509679,0.000496105269071119,0.000194671998363211,7.30982224401872e-07,0.317944444444444,-0.56355,0.195308540515109,TV_bcfvcf_20231002191703IfZEj.txt.params
chr3,1.17839497971974e-06,2.76632491363094e-13,0.00063820554524377,1.89810408790514e-05,0.695197171736232,0.000874840153363363,0.000235963104357358,7.61184711036402e-07,0.166531383673469,-0.56355,0.233014005172106,TV_bcfvcf_20231002191703IfZEj.txt.params
chr4,3.14100946422545e-07,9.89530960794934e-17,0.000679514470418367,1.85869429820525e-05,0.587927282884852,0.000457085515665895,0.000159197270240191,9.63549161365653e-07,0.239199166666667,-0.56355,0.232431135104614,TV_bcfvcf_20231002191703IfZEj.txt.params
chr5,1.04900995446814e-06,4.97184425395504e-15,0.00037817143172672,2.07923778295684e-05,0.679278198669862,0.000817289643199496,0.00020413299089033,7.7776219035525e-07,0.156160783333333,-0.56355,0.260691530144398,TV_bcfvcf_20231002191703IfZEj.txt.params
chr6,8.55505614406475e-07,1.39657336973043e-12,0.000641914088900561,2.22415943317189e-05,0.627626333844242,0.000586404602103557,0.000202137221492257,7.57362663521519e-07,0.203282333333333,-0.56355,0.226750540515109,TV_bcfvcf_20231002191703IfZEj.txt.params
chr7,2.60879246683586e-07,1.6969653993818e-13,0.000697394112891742,2.01325171635771e-05,0.568178352688445,0.000423037811759808,0.000155406566102235,1.04469230581179e-06,-0.166599181818182,-0.56355,0.198109896930589,TV_bcfvcf_20231002191703IfZEj.txt.params
chr8,5.04109756019617e-07,2.13328397377976e-13,0.000685293645922085,1.85274211769247e-05,0.670357784626849,0.000498081696644349,0.00014542611911338,6.58677568146317e-07,0.398985340425532,-0.56355,0.235264034432384,TV_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,VI_bcfvcf_20231002191703IfZEj.txt.params
chr1,2.66172347336664e-07,3.17584455372513e-12,0.000545074431616191,2.07660899532403e-05,0.295403122328071,0.000340394391882963,0.000478160258137236,3.66742154071981e-06,-0.162091502310469,-0.12482,0.06313029658974,VI_bcfvcf_20231002191703IfZEj.txt.params
chr2,2.00302542658598e-07,2.25930198414157e-12,0.00223906624498305,1.7235686029523e-05,0.284606301058608,0.000275626571980774,0.000331589131386628,3.66512446266473e-06,0.00693283212014134,-0.12482,0.0761872426079923,VI_bcfvcf_20231002191703IfZEj.txt.params
chr3,2.82366028602438e-07,6.02012796332201e-12,0.000437129882887088,2.10409979676045e-05,0.309102283297978,0.000347082875100556,0.000440090829935012,3.01041879341503e-06,-0.204926153383803,-0.12482,0.0624253773377811,VI_bcfvcf_20231002191703IfZEj.txt.params
chr4,1.25778398234414e-07,9.45209590490498e-12,0.00171670199833501,2.15015528030384e-05,0.331631182728103,0.000205918208245464,0.000189230738264015,1.61647756306171e-06,-0.176341033873926,-0.12482,0.088156475141851,VI_bcfvcf_20231002191703IfZEj.txt.params
chr5,2.36229901166008e-07,3.59607612143656e-12,0.000630780721032985,1.9754858953579e-05,0.272717259175459,0.000348321188081142,0.000489672491742966,4.35225478748703e-06,-0.000401387401574804,-0.12482,0.0736342545578789,VI_bcfvcf_20231002191703IfZEj.txt.params
chr6,1.76912156887653e-07,5.21304539143774e-12,0.00049654161329693,1.51040819443103e-05,0.222712693434765,0.000318645414054842,0.000543784767137861,7.63532647458911e-06,-0.0854254029007634,-0.12482,0.0607329605557979,VI_bcfvcf_20231002191703IfZEj.txt.params
chr7,8.5138953449446e-08,5.05330635514665e-12,0.000652814171100349,1.88471563931155e-05,0.255533529685679,0.000190490593050063,0.000204275038918454,2.85398107782926e-06,-0.172553594334278,-0.12482,0.0652584855007118,VI_bcfvcf_20231002191703IfZEj.txt.params
chr8,9.57968912375063e-08,5.92344887549489e-12,0.000675873143151821,2.17494299003105e-05,0.307814047776478,0.000198533813927346,0.000237373020495775,1.52757926006861e-06,-0.285556116520681,-0.12482,0.0732020829849884,VI_bcfvcf_20231002191703IfZEj.txt.params
